feature_code,token_type,source_table,cutoff_rule,transformation,missing_value_policy,value_column,time_column,observed_rows
Urea__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Urea__first_admission,t__Urea__first_admission,24809
Urea__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Urea__max_24h,t__Urea__max_24h,17460
Urea__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Urea__max_72h,t__Urea__max_72h,22828
Urea__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Urea__mean_24h,t__Urea__mean_24h,17460
Urea__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Urea__mean_72h,t__Urea__mean_72h,22828
Urea__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Urea__min_24h,t__Urea__min_24h,17460
Urea__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Urea__min_72h,t__Urea__min_72h,22828
Urea__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Urea__prev1,t__Urea__prev1,24809
Urea__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Urea__prev2,t__Urea__prev2,14464
Urea__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Urea__prev3,t__Urea__prev3,10035
Urea__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Urea__prior_count,t__Urea__prior_count,24809
Urea__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Urea__slope_per_day,t__Urea__slope_per_day,14464
Urea__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Urea__std_24h,t__Urea__std_24h,72
Urea__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Urea__std_72h,t__Urea__std_72h,9729
Uric_acid__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Uric_acid__delta,t__Uric_acid__delta,14070
Uric_acid__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Uric_acid__first_admission,t__Uric_acid__first_admission,24343
Uric_acid__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Uric_acid__max_24h,t__Uric_acid__max_24h,17170
Uric_acid__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Uric_acid__max_72h,t__Uric_acid__max_72h,22416
Uric_acid__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Uric_acid__mean_24h,t__Uric_acid__mean_24h,17170
Uric_acid__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Uric_acid__mean_72h,t__Uric_acid__mean_72h,22416
Uric_acid__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Uric_acid__min_24h,t__Uric_acid__min_24h,17170
Uric_acid__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Uric_acid__min_72h,t__Uric_acid__min_72h,22416
Uric_acid__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Uric_acid__prev1,t__Uric_acid__prev1,24343
Uric_acid__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Uric_acid__prev2,t__Uric_acid__prev2,14070
Uric_acid__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Uric_acid__prev3,t__Uric_acid__prev3,9720
Uric_acid__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Uric_acid__prior_count,t__Uric_acid__prior_count,24343
Uric_acid__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Uric_acid__slope_per_day,t__Uric_acid__slope_per_day,14070
Uric_acid__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Uric_acid__std_24h,t__Uric_acid__std_24h,70
Uric_acid__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Uric_acid__std_72h,t__Uric_acid__std_72h,9466
Urobilinogen__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Urobilinogen__delta,t__Urobilinogen__delta,0
Urobilinogen__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Urobilinogen__first_admission,t__Urobilinogen__first_admission,0
Urobilinogen__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Urobilinogen__max_24h,t__Urobilinogen__max_24h,0
Urobilinogen__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Urobilinogen__max_72h,t__Urobilinogen__max_72h,0
Urobilinogen__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Urobilinogen__mean_24h,t__Urobilinogen__mean_24h,0
Urobilinogen__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Urobilinogen__mean_72h,t__Urobilinogen__mean_72h,0
Urobilinogen__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Urobilinogen__min_24h,t__Urobilinogen__min_24h,0
Urobilinogen__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Urobilinogen__min_72h,t__Urobilinogen__min_72h,0
Urobilinogen__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Urobilinogen__prev1,t__Urobilinogen__prev1,0
Urobilinogen__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Urobilinogen__prev2,t__Urobilinogen__prev2,0
Urobilinogen__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Urobilinogen__prev3,t__Urobilinogen__prev3,0
Urobilinogen__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Urobilinogen__prior_count,t__Urobilinogen__prior_count,0
Urobilinogen__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Urobilinogen__slope_per_day,t__Urobilinogen__slope_per_day,0
Urobilinogen__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Urobilinogen__std_24h,t__Urobilinogen__std_24h,0
Urobilinogen__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Urobilinogen__std_72h,t__Urobilinogen__std_72h,0
Vitamin_B12__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Vitamin_B12__delta,t__Vitamin_B12__delta,32
Vitamin_B12__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Vitamin_B12__first_admission,t__Vitamin_B12__first_admission,240
Vitamin_B12__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Vitamin_B12__max_24h,t__Vitamin_B12__max_24h,94
Vitamin_B12__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Vitamin_B12__max_72h,t__Vitamin_B12__max_72h,135
Vitamin_B12__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Vitamin_B12__mean_24h,t__Vitamin_B12__mean_24h,94
Vitamin_B12__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Vitamin_B12__mean_72h,t__Vitamin_B12__mean_72h,135
Vitamin_B12__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Vitamin_B12__min_24h,t__Vitamin_B12__min_24h,94
Vitamin_B12__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Vitamin_B12__min_72h,t__Vitamin_B12__min_72h,135
Vitamin_B12__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Vitamin_B12__prev1,t__Vitamin_B12__prev1,240
Vitamin_B12__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Vitamin_B12__prev2,t__Vitamin_B12__prev2,32
Vitamin_B12__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Vitamin_B12__prev3,t__Vitamin_B12__prev3,12
Vitamin_B12__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Vitamin_B12__prior_count,t__Vitamin_B12__prior_count,240
Vitamin_B12__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Vitamin_B12__slope_per_day,t__Vitamin_B12__slope_per_day,32
Vitamin_B12__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Vitamin_B12__std_24h,t__Vitamin_B12__std_24h,0
Vitamin_B12__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Vitamin_B12__std_72h,t__Vitamin_B12__std_72h,7
WBC__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__WBC__delta,t__WBC__delta,4285
WBC__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__WBC__first_admission,t__WBC__first_admission,6144
WBC__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__WBC__max_24h,t__WBC__max_24h,3276
WBC__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__WBC__max_72h,t__WBC__max_72h,5044
WBC__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__WBC__mean_24h,t__WBC__mean_24h,3276
WBC__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__WBC__mean_72h,t__WBC__mean_72h,5044
WBC__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__WBC__min_24h,t__WBC__min_24h,3276
WBC__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__WBC__min_72h,t__WBC__min_72h,5044
WBC__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__WBC__prev1,t__WBC__prev1,6144
WBC__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__WBC__prev2,t__WBC__prev2,4285
WBC__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__WBC__prev3,t__WBC__prev3,3267
WBC__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__WBC__prior_count,t__WBC__prior_count,6144
WBC__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__WBC__slope_per_day,t__WBC__slope_per_day,4285
WBC__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__WBC__std_24h,t__WBC__std_24h,2
WBC__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__WBC__std_72h,t__WBC__std_72h,2387
pCO2__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__pCO2__delta,t__pCO2__delta,4474
pCO2__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__pCO2__first_admission,t__pCO2__first_admission,4753
pCO2__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__pCO2__max_24h,t__pCO2__max_24h,2311
pCO2__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__pCO2__max_72h,t__pCO2__max_72h,3779
pCO2__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__pCO2__mean_24h,t__pCO2__mean_24h,2311
pCO2__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__pCO2__mean_72h,t__pCO2__mean_72h,3779
pCO2__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__pCO2__min_24h,t__pCO2__min_24h,2311
pCO2__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__pCO2__min_72h,t__pCO2__min_72h,3779
pCO2__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__pCO2__prev1,t__pCO2__prev1,4753
pCO2__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__pCO2__prev2,t__pCO2__prev2,4474
pCO2__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__pCO2__prev3,t__pCO2__prev3,2810
pCO2__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__pCO2__prior_count,t__pCO2__prior_count,4753
pCO2__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__pCO2__slope_per_day,t__pCO2__slope_per_day,4474
pCO2__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__pCO2__std_24h,t__pCO2__std_24h,2221
pCO2__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__pCO2__std_72h,t__pCO2__std_72h,3545
pH__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__pH__delta,t__pH__delta,4567
pH__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__pH__first_admission,t__pH__first_admission,5109
pH__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__pH__max_24h,t__pH__max_24h,2423
pH__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__pH__max_72h,t__pH__max_72h,4049
pH__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__pH__mean_24h,t__pH__mean_24h,2423
pH__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__pH__mean_72h,t__pH__mean_72h,4049
pH__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__pH__min_24h,t__pH__min_24h,2423
pH__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__pH__min_72h,t__pH__min_72h,4049
pH__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__pH__prev1,t__pH__prev1,5109
pH__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__pH__prev2,t__pH__prev2,4567
pH__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__pH__prev3,t__pH__prev3,2986
pH__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__pH__prior_count,t__pH__prior_count,5109
pH__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__pH__slope_per_day,t__pH__slope_per_day,4567
pH__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__pH__std_24h,t__pH__std_24h,2226
pH__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__pH__std_72h,t__pH__std_72h,3575
pO2__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__pO2__delta,t__pO2__delta,4476
pO2__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__pO2__first_admission,t__pO2__first_admission,4752
pO2__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__pO2__max_24h,t__pO2__max_24h,2312
pO2__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__pO2__max_72h,t__pO2__max_72h,3777
pO2__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__pO2__mean_24h,t__pO2__mean_24h,2312
pO2__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__pO2__mean_72h,t__pO2__mean_72h,3777
pO2__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__pO2__min_24h,t__pO2__min_24h,2312
pO2__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__pO2__min_72h,t__pO2__min_72h,3777
pO2__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__pO2__prev1,t__pO2__prev1,4752
pO2__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__pO2__prev2,t__pO2__prev2,4476
pO2__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__pO2__prev3,t__pO2__prev3,2809
pO2__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__pO2__prior_count,t__pO2__prior_count,4752
pO2__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__pO2__slope_per_day,t__pO2__slope_per_day,4476
pO2__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__pO2__std_24h,t__pO2__std_24h,2222
pO2__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__pO2__std_72h,t__pO2__std_72h,3548
panel__ALT__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__ALT__latest,t__panel__ALT__latest,0
panel__AST__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__AST__latest,t__panel__AST__latest,0
panel__Albumin__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Albumin__latest,t__panel__Albumin__latest,0
panel__Alkaline_Phosphatase__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Alkaline_Phosphatase__latest,t__panel__Alkaline_Phosphatase__latest,0
panel__Amylase__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Amylase__latest,t__panel__Amylase__latest,0
panel__Baso_abs__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Baso_abs__latest,t__panel__Baso_abs__latest,80509
panel__Bilirubin_direct__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Bilirubin_direct__latest,t__panel__Bilirubin_direct__latest,0
panel__Bilirubin_neonatal__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Bilirubin_neonatal__latest,t__panel__Bilirubin_neonatal__latest,0
panel__Bilirubin_total__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Bilirubin_total__latest,t__panel__Bilirubin_total__latest,98660
panel__CPK__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__CPK__latest,t__panel__CPK__latest,0
panel__CRP__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__CRP__latest,t__panel__CRP__latest,0
panel__Calcium__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Calcium__latest,t__panel__Calcium__latest,0
panel__Calcium_ionized__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Calcium_ionized__latest,t__panel__Calcium_ionized__latest,23950
panel__Carboxyhemoglobin__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Carboxyhemoglobin__latest,t__panel__Carboxyhemoglobin__latest,23968
panel__Chloride__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Chloride__latest,t__panel__Chloride__latest,98870
panel__Cholesterol__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Cholesterol__latest,t__panel__Cholesterol__latest,0
panel__Creatinine__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Creatinine__latest,t__panel__Creatinine__latest,0
panel__Deoxyhemoglobin__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Deoxyhemoglobin__latest,t__panel__Deoxyhemoglobin__latest,23879
panel__Eos_abs__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Eos_abs__latest,t__panel__Eos_abs__latest,80818
panel__Ferritin__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Ferritin__latest,t__panel__Ferritin__latest,0
panel__Folate__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Folate__latest,t__panel__Folate__latest,0
panel__GGT__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__GGT__latest,t__panel__GGT__latest,0
panel__Globulin__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Globulin__latest,t__panel__Globulin__latest,0
panel__Glucose__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Glucose__latest,t__panel__Glucose__latest,98835
panel__HCT__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__HCT__latest,t__panel__HCT__latest,0
panel__HDL__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__HDL__latest,t__panel__HDL__latest,0
panel__HGB__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__HGB__latest,t__panel__HGB__latest,0
panel__HbA1c_pct__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__HbA1c_pct__latest,t__panel__HbA1c_pct__latest,0
panel__Iron__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Iron__latest,t__panel__Iron__latest,0
panel__LDH__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__LDH__latest,t__panel__LDH__latest,0
panel__LDL__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__LDL__latest,t__panel__LDL__latest,0
panel__Lactate__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Lactate__latest,t__panel__Lactate__latest,23871
panel__Lympho_abs__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Lympho_abs__latest,t__panel__Lympho_abs__latest,80877
panel__MCV__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__MCV__latest,t__panel__MCV__latest,0
panel__MPV__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__MPV__latest,t__panel__MPV__latest,80767
panel__Magnesium__latest,panel_sibling,labs_with_Measurements.csv,resultdate < target orderdate,latest previous same-panel sibling value,no token when unavailable,f__panel__Magnesium__latest,t__panel__Magnesium__latest,0
